original,disfluent,annotation
what name is given to any prime number larger than 1,what are the um no what name is given to any prime number larger than 1,F E E E E E F F F F F F F F F F
how many species of rotifers are yet to be named,how many species of rotifers have been discovered no no tell me how many are yet to be named,F F F F F E E E E E E E E E F F F F F
what do the tentacles on plankton do to help them find prey,what do the tentacles on the inner surface no no on plankton do to help them find prey,F F F F F E E E E E E F F F F F F F
what can be combined with geophysical data to produce a better view of the subsurface,what type of no what can be combined with geophysical data to produce a better view of the subsurface,F E E E E F F F F F F F F F F F F F F
george c walker served as trustee treasurer and donor of what,silas er uh george c walker served as trustee treasurer and donor of what,E E E F F F F F F F F F F F
what discouraged trade under the yuan,what introduced sorry i mean discouraged trade under the yuan,F E E E E F F F F F
what other locations can the booth school of business be found,what other locations can the paris school of business no the booth school of business be found,F F F F F E E E E E E F F F F F F
low humidity and what lead to jacksonvilles storms,what arrives i mean leads to jacksonvilles storms besides low humidity,E E E E E E E E E F F
what is the delta delimited in the north by,what is the delta delimited in the east oop the north by,F F F F F F F E E E F F
what contributed to the decreased inequality between trained and untrained workers,what impact uh like what contributed to the decreased inequality between trained and untrained workers,F E E E E F F F F F F F F F F
what combined with ricing prices to make it difficult or impossible for poor people to keep pace,how does or no uh what combined with raising prices to make it difficult or impossible for poor people to keep pace,E E E E E F F F E E E E E E E E E E E E E E
where in las vegas did a famous protest take place,where in tonopah or uh las vegas did a famous protest take place,F F E E E F F F F F F F F
what is the field of studying immunogenicity through bioinformatics known as,which is the no make that what is the field of studying immunogenicity through bioinformatics known as,E E E E E E F F F F F F F F F F F
how do the fees at former model c schools compare to those at other schools,how do the fees at former private or rather model c schools compare to those at other schools,F F F F F F E E E F F F F F F F F F
what does low levels of inequality do for economic growth in richer countries,what does high excuse me low levels of inequality do for economic growth in richer countries,F F E E E F F F F F F F F F F F
to what may general arithmetic questions be transferred to or from,to which no rather what may general arithmetic questions be transferred to or from,F E E E F F F F F F F F F F
how does the tuition fee suppliment help high school students,how does the education service contracting oh sorry i meant the tuition fee supplement help high school students,F F F E E E E E E E E F F E E E E E
 what did the conflict galvanize nonmuslims around the world to do,when was the um what did the conflict galvanize nonmuslims around the world to do,E E E E F F F F F F F F F F F
what is the name of another compelling continuation of the fermat primality test,what is the name of another compelling continuation of the carmichael oh scratch that i meant the fermat primality test,F F F F F F F F F F E E E E E E E F F F
