original,disfluent,annotation
what condition must be satisfied in order for p to be expressed in base 1 instead of base 10 and still have a period of p1,what conjecture says no what condition must be satisfied in order for p to be expressed in base 1 instead of base 10 and still have a period of p1,O BR IR IR IR O O O O O O O O O O O O O O O O O O O O O O O O O
which year were two assessment reports finalized,which year were two assessment reports published never mind i mean finalized,O O O O O O BR IR IR IR IR O
what is the record low for july,what is the record low for september nope make that for july,O O O O O O BR IR IR IR IR O
what did kublais government not balance between,who would no what did kublais government not balance between,BR IR IR O O O O O O O
what have muslims praised hamas for doing,what have muslims rejected sorry praised hamas for doing,O O O BR IR O O O O
where else is there a smaller filipino population that in jacksonville,what military uh where else is there a smaller filipino population that in jacksonville,BR IR IR O O O O O O O O O O O
what is the section of the rhine gorge recognized by unesco called,where is the no no i mean what is the section of the rhine gorge recognized by unesco called,BR IR IR IR IR IR IR O O O O O O O O O O O O
where did france focus its efforts to rebuild its empire,how did or no make that where did france focus its efforts to rebuild its empire,BR IR IR IR IR IR O O O O O O O O O O
when was the landmark water tower built,who was the or rather when was the landmark water tower built,BR IR IR IR IR O O O O O O O
what is the only form potential energy can change into,what is preserved in a closed system of forces shoot no the only form potential energy can change into,O O BR IR IR IR IR IR IR IR IR O O O O O O O O
who owned rand company,who owned baran no the rand company,O O BR IR IR O O
what is controled by the market and economy,how is or no make that what is controlled by the market and economy,BR IR IR IR IR IR O O BR IR IR IR IR IR
what forms lake constance into an inland delta,what forms alter rhein no lake constance into an inland delta,O O BR IR IR O O O O O O
what did a greedy merchant do to the mermaid,what did a greedy merchant do to the fishermen no rather the mermaid,O O O O O O O O BR IR IR IR O
what does the fogg museum of art cover,what does the harvard museum or make that the fogg museum of art cover,O O O BR IR IR IR IR IR O O O O O
what do all other animal phyla lack,what do some researchers believe is the earliestdiverging animal phylum or wait tell me what all other animal phyla lack,O O BR IR IR IR IR IR IR IR IR IR IR IR IR O O O O O
what nuclear forces only act at short distances,what do er what nuclear forces only act at short distances,O BR IR IR O O O O O O O
in what country is plos pathogens headquartered,when did oh actually in what country is plos pathogens headquartered,BR IR IR IR O O O O O O O
why is warsaws flora very rich in species,why is powsin no warsaws flora very rich in species,O O BR IR O O O O O O
what is the one lead author responsible for,which is sorry i mean what is the one lead author responsible for,BR IR IR IR IR O O O O O O O O
 when did hamas keep the plo in gaza,how does or no make that what did hamas keep the plo in gaza,BR IR IR IR IR IR IR IR IR IR IR IR IR IR
internetwork routing was what kind of system,internetwork protocol no sorry routing was what kind of system,O BR IR IR O O O O O O
what decreased in number between 1948 and 1991,what increased i meant what decreased in number between 1948 and 1991,O BR IR IR IR O O O O O O O
parliament elects two msps to serve as what officers,parliament elects 129 msps to serve as what officers oh sorry i just meant two,O O BR IR IR IR IR IR IR IR IR IR IR IR O
who normally manages the environmental impact of the job,who normally manages the large construction projects oops no i mean the environmental impact of the job,O O O O BR IR IR IR IR IR IR IR O O O O O
where are some physicians not permitted to prescribe and give out medications within their practices,what are where are some physicians not permitted to prescribe and give out medications within their practices,BR IR O O O O O O O O O O O O O O O
what is used to shut down pathogen defenses,what is used to overcome oh rather shut down pathogen defenses,O O O O BR IR IR O O O O
what un organizations established the ipcc,what un organizations established the wmo no no um the unep no the ipcc,O O O O O BR IR IR IR IR IR IR IR O
what did kublais government have to balance between,what did kublais government have to compromise no i mean balance between,O O O O O O BR IR IR IR O O
what can not be considered an artifact of the potential field,a liberal force instead what can not be considered an artifact of the potential field,BR IR IR IR O O O O O O O O O O O
what is consultant pharmacy not concerned with,what is the medication no consultant pharmacy not concerned with,O O BR IR IR O O O O O
how quickly do shrimp digest ctenophores as compared to other prey,where is um how quickly do shrimp digest ctenophores as compared to other prey,BR IR IR O O O O O O O O O O O
how is x25 connectionoriented at layer two,where is sorry how is x25 connectionoriented at layer two,BR IR IR O O O O O O O
the second ministers question time takes place between what times on thursdays,the first or sorry second ministers question time takes place between what times on thursdays,O BR IR IR O O O O O O O O O O O
what danger did the ipcc understate,what scientific research i mean to say danger did the ipcc understate,O BR IR IR IR IR IR O O O O O
what techniques did chinese medicine never include,what techniques did the mongols medicine never include sorry i meant chinese medicine,O O O BR IR IR IR IR IR IR IR O O
which end of the saxon garden is the tom of the unknown soldier located at,what garden is in never mind i mean which end of the saxon garden is the tom of the unknown soldier located at,BR IR IR IR IR IR IR IR O O O O O O O O O O O O O O O
how are the 83 constituency msps chosen,what are no i mean how are the 83  constituency msps chosen,BR IR IR IR IR O O O O O O O
how did france differ from britain in managing its colonies,how did france differ from britain in justifying no managing its colonies,O O O O O O O BR IR O O O
changes to what have the support of scientific evidence,changes to what have the criticisms no the support of scientific evidence,O O O O O BR IR IR O O O O
in what city is the groton school located,were the operating expenses of the groton school in 2012 no no disregard that and tell me what city the groton school is located,BR IR IR IR IR IR IR IR O BR IR IR IR IR IR IR IR O O BR IR IR O BR
where is the gravel from that is found in xenoliths,where is the rock no gravel from that is found in xenoliths,O O O BR IR O O O O O O O
